2024-01-16 13:13:52,844 INFO    MainThread:9632 [wandb_setup.py:_flush():76] Current SDK version is 0.16.2
2024-01-16 13:13:52,846 INFO    MainThread:9632 [wandb_setup.py:_flush():76] Configure stats pid to 9632
2024-01-16 13:13:52,846 INFO    MainThread:9632 [wandb_setup.py:_flush():76] Loading settings from C:\Users\domin\.config\wandb\settings
2024-01-16 13:13:52,846 INFO    MainThread:9632 [wandb_setup.py:_flush():76] Loading settings from C:\Users\domin\Desktop\Year 2 Block B\2023-24b-fai2-adsai-DominikSzewczyk224180\2. Robotics\Y2B-2023-OT2_Twin-main\wandb\settings
2024-01-16 13:13:52,846 INFO    MainThread:9632 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2024-01-16 13:13:52,846 INFO    MainThread:9632 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2024-01-16 13:13:52,846 INFO    MainThread:9632 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2024-01-16 13:13:52,846 INFO    MainThread:9632 [wandb_init.py:_log_setup():526] Logging user logs to C:\Users\domin\Desktop\Year 2 Block B\2023-24b-fai2-adsai-DominikSzewczyk224180\2. Robotics\Y2B-2023-OT2_Twin-main\wandb\run-20240116_131352-vs92o5tu\logs\debug.log
2024-01-16 13:13:52,846 INFO    MainThread:9632 [wandb_init.py:_log_setup():527] Logging internal logs to C:\Users\domin\Desktop\Year 2 Block B\2023-24b-fai2-adsai-DominikSzewczyk224180\2. Robotics\Y2B-2023-OT2_Twin-main\wandb\run-20240116_131352-vs92o5tu\logs\debug-internal.log
2024-01-16 13:13:52,848 INFO    MainThread:9632 [wandb_init.py:init():566] calling init triggers
2024-01-16 13:13:52,848 INFO    MainThread:9632 [wandb_init.py:init():573] wandb.init called with sweep_config: {}
config: {'epochs': 10, 'learning_rate': 0.001}
2024-01-16 13:13:52,848 INFO    MainThread:9632 [wandb_init.py:init():591] re-initializing run, found existing run on stack: c34ishjs
2024-01-16 13:13:52,850 INFO    MainThread:9632 [wandb_run.py:_finish():1962] finishing run buas_blockb/project/c34ishjs
2024-01-16 13:13:52,851 INFO    MainThread:9632 [jupyter.py:save_history():445] not saving jupyter history
2024-01-16 13:13:52,851 INFO    MainThread:9632 [jupyter.py:save_ipynb():373] not saving jupyter notebook
